serial,nchild,relate,age,child_age_1,child_age_2,child_age_3,child_age_4,child_age_5,child_age_6,child_age_7,child_age_8,child_age_9,child_sex_1,child_sex_2,child_sex_3,child_sex_4,child_sex_5,child_sex_6,child_sex_7,child_sex_8,child_sex_9,age_group
569000,2,2,66,31,24,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
570000,2,1,51,13,11,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,50+
572000,3,2,31,7,3,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,30-34
573000,1,2,39,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35-39
574000,3,1,43,16,14,24,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,40-44
576000,3,1,49,31,28,23,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,45-49
578000,5,1,51,24,26,6,21,28,NA,NA,NA,NA,2,1,1,2,2,NA,NA,NA,NA,50+
580000,1,2,34,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
585000,5,2,38,15,12,9,7,3,NA,NA,NA,NA,2,1,2,2,2,NA,NA,NA,NA,35-39
587000,2,2,41,16,12,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
588000,1,1,64,37,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
589000,2,2,37,13,5,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35-39
590000,2,2,46,20,17,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,45-49
592000,1,2,29,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25-29
596000,2,2,54,21,20,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,50+
597000,2,1,47,16,12,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
598000,1,2,60,29,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
599000,1,2,67,40,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
605000,1,2,57,19,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
607000,1,1,28,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25-29
608000,1,1,49,13,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
617000,2,1,39,9,4,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
622000,3,2,51,16,14,11,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,50+
625000,5,1,37,17,15,6,5,4,NA,NA,NA,NA,1,1,1,2,2,NA,NA,NA,NA,35-39
627000,1,2,60,26,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
635000,1,2,60,26,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
637000,2,1,39,11,10,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
641000,1,1,85,58,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
642000,2,2,34,11,9,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,30-34
648000,1,1,76,49,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
651000,1,2,64,23,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
654000,3,2,41,6,5,0,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,40-44
655000,4,2,48,19,14,11,7,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,45-49
657000,1,1,49,22,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
659000,2,2,38,7,3,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35-39
660000,1,2,50,24,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
663000,2,2,45,20,18,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,45-49
664000,3,1,44,23,16,9,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,40-44
665000,1,2,39,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
666000,1,1,35,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
667000,1,2,50,16,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
668000,1,2,57,36,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
671000,5,2,37,10,7,5,3,5,NA,NA,NA,NA,2,2,1,1,2,NA,NA,NA,NA,35-39
672000,2,2,33,6,3,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,30-34
673000,1,2,51,24,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
674000,1,1,85,56,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
675000,2,1,37,16,10,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
686000,2,2,44,19,15,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
693000,2,1,47,19,18,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,45-49
695000,2,2,33,4,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,30-34
696000,1,1,28,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25-29
699000,2,2,45,9,6,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
702000,2,2,27,2,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,25-29
703000,1,2,50,17,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
707000,1,2,29,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25-29
708000,1,2,57,26,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
715000,2,1,53,24,16,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
717000,2,2,54,24,17,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
719000,2,1,41,11,8,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
721000,2,2,34,4,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,30-34
723000,3,2,54,25,25,22,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,50+
724000,1,2,32,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
729000,2,2,37,13,12,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
732000,1,2,62,41,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
734000,2,1,46,10,9,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,45-49
735000,2,1,43,22,18,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
737000,2,2,42,8,5,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
739000,3,2,44,18,16,14,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,40-44
742000,1,1,78,63,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
746000,2,2,44,23,17,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
750000,2,2,38,2,3,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35-39
760000,2,2,42,17,15,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
765000,1,1,50,21,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
766000,2,1,38,10,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
767000,2,2,38,1,0,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
768000,1,2,53,27,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
770000,1,2,26,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25-29
771000,2,2,35,11,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35-39
772000,2,1,37,6,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
773000,1,1,45,12,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
774000,2,2,42,9,16,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,40-44
775000,2,2,34,16,9,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,30-34
776000,2,2,33,6,4,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,30-34
777000,3,2,39,8,7,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,35-39
778000,3,2,34,9,6,1,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,30-34
786000,1,2,26,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25-29
789000,1,2,41,7,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
791000,1,2,48,17,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
792000,1,2,30,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
797000,2,1,25,9,5,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,25-29
798000,2,1,44,11,8,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,40-44
799000,2,1,40,7,6,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
805000,4,2,53,24,22,18,18,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,50+
807000,1,1,67,46,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
808000,2,2,35,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35-39
810000,1,2,47,17,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
812000,3,1,35,14,11,8,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,35-39
815000,1,2,42,6,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
816000,2,2,46,14,13,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
819000,1,2,43,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
822000,1,2,40,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
827000,2,2,34,6,3,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,30-34
828000,4,2,49,25,24,22,21,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,45-49
829000,1,1,46,21,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
830000,1,1,42,15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
833000,1,2,52,15,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
834000,2,2,39,9,4,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
835000,3,1,36,15,11,11,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,35-39
837000,1,1,32,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
845000,1,1,42,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
847000,2,2,56,24,21,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
849000,2,2,54,29,21,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
850000,2,2,52,19,18,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,50+
852000,2,2,31,1,0,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,30-34
854000,2,2,40,10,8,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
862000,2,2,40,10,6,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
863000,3,2,41,8,4,2,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,40-44
864000,1,2,34,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
867000,2,1,45,14,19,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,45-49
873000,1,1,49,31,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
875000,2,2,28,7,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,25-29
876000,1,1,41,13,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
879000,2,2,32,7,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,30-34
880000,1,2,71,39,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
881000,2,2,39,5,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
882000,3,2,33,7,3,2,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,30-34
883000,3,2,41,14,8,4,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,40-44
885000,1,1,30,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
892000,1,1,74,43,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
904000,1,1,44,16,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
905000,2,2,36,4,0,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
907000,2,2,45,21,17,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
909000,3,2,40,18,15,10,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,40-44
914000,3,2,38,9,7,5,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,35-39
915000,2,1,28,3,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,25-29
917000,3,1,36,13,8,8,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,35-39
918000,2,1,41,15,17,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
925000,3,2,44,12,10,10,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,40-44
927000,1,2,32,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30-34
931000,3,1,39,8,14,12,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,35-39
938000,4,2,45,19,18,18,10,NA,NA,NA,NA,NA,2,2,2,1,NA,NA,NA,NA,NA,45-49
941000,3,2,30,8,6,6,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,30-34
943000,2,1,46,17,14,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,45-49
944000,2,1,85,58,58,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
946000,3,2,34,17,14,2,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,30-34
948000,3,2,28,4,1,1,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,25-29
952000,2,1,48,22,16,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,45-49
953000,2,1,37,17,13,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
954000,2,1,60,20,19,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
955000,4,2,54,21,17,18,11,NA,NA,NA,NA,NA,2,1,2,1,NA,NA,NA,NA,NA,50+
958000,2,2,50,23,10,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
959000,2,2,33,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,30-34
964000,1,2,41,17,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
965000,3,2,51,25,25,20,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,50+
971000,1,2,41,14,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
974000,4,2,51,17,13,12,11,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,50+
976000,2,1,28,5,3,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,25-29
980000,1,2,63,32,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
981000,2,1,37,11,10,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
983000,1,2,54,29,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
984000,1,2,42,19,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
985000,2,2,45,19,17,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,45-49
987000,1,1,45,8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
988000,3,1,34,11,8,5,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,30-34
990000,2,1,37,13,10,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
992000,1,1,31,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
993000,2,1,47,18,16,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,45-49
996000,1,2,26,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25-29
997000,2,1,35,4,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35-39
998000,2,1,42,10,6,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
1000000,1,2,33,8,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30-34
1002000,2,1,46,18,15,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
1003000,1,2,42,15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
1004000,2,2,43,14,7,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
1005000,2,2,33,5,3,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,30-34
1006000,1,1,55,22,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
1009000,2,2,31,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,30-34
1012000,2,2,40,12,10,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
1013000,1,2,52,21,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
1015000,1,2,72,50,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
1020000,1,2,50,25,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
1022000,1,1,62,40,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
1023000,2,2,36,11,5,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
1026000,1,1,28,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25-29
1029000,1,2,69,51,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
1032000,1,2,58,29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
1033000,2,1,52,15,13,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
1035000,1,1,31,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30-34
1036000,1,1,47,17,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
1037000,1,2,52,34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
1042000,2,2,52,20,19,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,50+
1043000,2,2,47,13,11,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,45-49
1044000,2,1,38,15,4,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
1048000,5,2,39,18,15,13,11,9,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,35-39
1052000,1,2,49,24,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
1054000,1,1,46,6,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
1055000,4,1,55,18,27,28,30,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,50+
1062000,4,2,44,18,13,12,11,NA,NA,NA,NA,NA,2,2,2,1,NA,NA,NA,NA,NA,40-44
1064000,1,2,60,28,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
1065000,2,2,30,6,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,30-34
1067000,1,1,85,53,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
1069000,1,1,46,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
1070000,2,2,45,24,9,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,45-49
1072000,2,2,33,15,11,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,30-34
1074000,1,2,44,18,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
1076000,1,1,56,15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
1079000,2,1,35,16,12,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
1081000,2,1,28,3,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,25-29
1082000,1,2,32,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30-34
1087000,1,1,26,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25-29
1090000,1,2,53,21,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
1094000,1,2,51,26,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
1095000,1,2,56,32,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
1100000,1,1,51,15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
1101000,3,1,38,17,18,13,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,35-39
1102000,5,2,28,14,8,7,6,1,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,25-29
1103000,3,2,55,24,20,16,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,50+
1105000,1,2,34,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30-34
1106000,2,2,44,3,12,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
